Battery_Percent,Time_Remaining,Battery_Condition,Maximum_Capacity,Process_Count,Cycle_Count,Charging,Low_Power_Mode,Process_Power,Process_State,CPU_Usage,CPU_User,CPU_System,CPU_Idle,Total_Memory,Used_Memory,Cached_Memory,Available_Memory,old_CPU_Power,old_CPU_Frequency,old_CPU_Residency,old_CPU_idle,GPU_Power,Avg_GPU_Frequency,Avg_GPU_Residency,Avg_GPU_idle
80,410,Good,100,15,0,0,789,131.1,4,17.81,12.77,5.04,82.19,24,15.95,9.91,8.05,1290.0,4190.0,4.33,95.67,97.0,338.0,12.48,87.52
80,410,Good,100,15,0,0,789,95.7,1,15.47,8.8,6.67,84.53,24,15.97,9.85,8.03,1407.0,3636.0,7.03,92.97,203.0,338.0,20.84,79.16
80,410,Good,100,15,0,0,787,108.1,1,5.54,3.78,1.77,94.46,24,15.74,9.8,8.26,8091.0,4487.0,31.73,68.27,67.0,338.0,9.45,90.55
80,410,Good,100,15,0,0,792,98.2,1,21.31,16.05,5.26,78.69,24,15.87,9.76,8.13,2346.0,4121.0,8.08,91.92,70.0,350.0,9.43,90.57
80,410,Good,100,15,0,0,787,144.3,1,24.84,17.23,7.61,75.16,24,16.12,9.85,7.88,6624.0,4452.0,26.46,73.54,197.0,355.0,21.66,78.34
80,410,Good,100,15,0,0,792,165.5,3,24.84,17.23,7.61,75.16,24,16.12,9.85,7.88,1761.0,4320.0,5.83,94.17,70.0,338.0,10.52,89.48
80,400,Good,100,15,0,0,789,125.1,1,9.76,7.1,2.66,90.24,24,15.7,9.65,8.3,1040.0,3617.0,3.3,96.7,131.0,338.0,15.89,84.11
80,400,Good,100,15,0,0,786,84.8,1,20.61,15.14,5.46,79.39,24,15.92,9.77,8.08,843.0,3763.0,2.18,97.82,92.0,338.0,12.23,87.77
80,400,Good,100,15,0,0,789,96.5,2,16.84,11.73,5.11,83.16,24,15.89,9.88,8.11,2913.0,4455.0,11.37,88.63,176.0,338.0,16.32,83.68
80,400,Good,100,15,0,0,790,92.1,2,14.51,6.47,8.03,85.49,24,15.86,9.83,8.14,937.0,3468.0,4.46,95.54,133.0,338.0,14.61,85.39
80,390,Good,100,15,0,0,787,95.9,1,14.15,7.82,6.33,85.85,24,15.82,9.81,8.18,1354.0,3526.0,4.83,95.17,147.0,338.0,16.74,83.26
80,390,Good,100,15,0,0,786,83.2,3,15.45,11.32,4.13,84.55,24,15.86,9.82,8.14,1274.0,3786.0,4.05,95.95,169.0,338.0,17.31,82.69
80,390,Good,100,15,0,0,787,85.0,1,13.6,9.58,4.03,86.4,24,15.88,9.82,8.12,1321.0,3786.0,4.65,95.35,46.0,338.0,6.13,93.87
80,390,Good,100,15,0,0,787,77.8,1,13.56,9.83,3.73,86.44,24,15.86,9.83,8.14,1931.0,4284.0,5.72,94.28,107.0,338.0,12.34,87.66
80,380,Good,100,15,0,0,783,51.9,1,13.98,10.15,3.82,86.02,24,15.86,9.82,8.14,1733.0,4081.0,6.7,93.3,40.0,338.0,6.44,93.56
80,380,Good,100,15,0,0,783,95.0,3,17.65,11.09,6.56,82.35,24,15.87,9.84,8.13,1448.0,3840.0,5.28,94.72,67.0,338.0,9.81,90.19
80,380,Good,100,15,0,0,783,92.4,1,14.84,10.82,4.03,85.16,24,15.84,9.82,8.16,1528.0,3910.0,6.29,93.71,75.0,338.0,10.92,89.08
80,380,Good,100,15,0,0,783,101.9,1,15.47,10.94,4.54,84.53,24,15.88,9.85,8.12,737.0,3328.0,1.55,98.45,22.0,338.0,6.48,93.52
80,390,Good,100,15,0,0,790,89.0,2,13.49,9.04,4.45,86.51,24,15.87,9.84,8.13,723.0,3416.0,4.35,95.65,232.0,338.0,21.98,78.02
80,390,Good,100,15,0,0,790,92.9,2,14.67,10.76,3.91,85.33,24,15.88,9.86,8.12,1629.0,4543.0,5.28,94.72,99.0,338.0,12.44,87.56
80,390,Good,100,15,0,0,781,123.9,3,7.89,5.84,2.05,92.11,24,15.66,9.74,8.34,6731.0,4503.0,26.16,73.84,97.0,338.0,11.5,88.5
80,390,Good,100,15,0,0,790,86.9,1,21.04,15.38,5.66,78.96,24,16.11,9.88,7.89,2766.0,4170.0,11.27,88.73,112.0,338.0,13.27,86.73
80,390,Good,100,15,0,0,788,78.4,1,13.54,9.49,4.04,86.46,24,15.9,9.9,8.1,199.0,2061.0,0.07,99.93,10.0,338.0,5.66,94.34
80,380,Good,100,15,0,0,788,99.5,2,14.28,7.4,6.88,85.72,24,15.87,9.83,8.13,821.0,3014.0,2.15,97.85,251.0,338.0,24.98,75.02
80,380,Good,100,15,0,0,785,73.3,2,13.91,9.23,4.68,86.09,24,15.86,9.85,8.14,1001.0,3086.0,2.86,97.14,386.0,338.0,36.45,63.55
80,380,Good,100,15,0,0,786,93.2,1,16.87,10.69,6.18,83.13,24,15.9,9.87,8.1,2015.0,3749.0,9.23,90.77,246.0,338.0,23.97,76.03
80,380,Good,100,15,0,0,791,67.7,1,15.53,11.27,4.26,84.47,24,15.91,9.9,8.09,1656.0,3435.0,7.42,92.58,248.0,338.0,24.31,75.69
80,370,Good,100,15,0,0,791,80.8,1,13.81,10.06,3.75,86.19,24,15.91,9.9,8.09,1418.0,3776.0,5.66,94.34,127.0,338.0,13.87,86.13
80,370,Good,100,15,0,0,791,98.7,3,13.85,10.08,3.77,86.15,24,15.93,9.91,8.07,610.0,3123.0,1.88,98.12,153.0,338.0,16.43,83.57
80,370,Good,100,15,0,0,784,120.1,1,5.29,3.51,1.78,94.71,24,15.66,9.79,8.34,1730.0,3997.0,8.06,91.94,103.0,338.0,12.78,87.22
80,380,Good,100,15,0,0,787,72.6,2,20.73,15.25,5.48,79.27,24,15.9,9.81,8.1,1119.0,4004.0,3.67,96.33,109.0,338.0,13.1,86.9
80,390,Good,100,15,0,0,793,88.6,1,15.41,11.52,3.89,84.59,24,15.94,9.91,8.06,2859.0,4357.0,9.7,90.3,35.0,338.0,6.34,93.66
80,390,Good,100,15,0,0,793,96.9,2,6.67,4.88,1.8,93.33,24,15.89,9.77,8.11,10833.0,4562.0,44.81,55.19,189.0,338.0,19.61,80.39
80,390,Good,100,15,0,0,796,129.6,2,25.05,17.75,7.29,74.95,24,15.87,9.77,8.13,5742.0,4390.0,22.69,77.31,69.0,338.0,10.28,89.72
80,390,Good,100,15,0,0,796,116.9,1,24.47,17.53,6.94,75.53,24,15.93,9.76,8.07,446.0,2290.0,1.82,98.18,176.0,338.0,18.24,81.76
80,390,Good,100,15,0,0,796,84.9,2,13.96,9.65,4.31,86.04,24,15.82,9.69,8.18,353.0,2296.0,0.55,99.45,77.0,338.0,10.01,89.99
80,380,Good,100,15,0,0,800,105.4,1,16.83,9.76,7.07,83.17,24,16.15,9.82,7.85,911.0,2910.0,5.23,94.77,209.0,338.0,21.27,78.73
80,380,Good,100,15,0,0,789,88.9,1,13.17,5.69,7.48,86.83,24,16.19,9.89,7.81,381.0,2512.0,3.24,96.76,146.0,338.0,15.17,84.83
80,380,Good,100,15,0,0,790,94.9,1,14.57,9.73,4.84,85.43,24,16.19,9.84,7.81,2086.0,3955.0,9.07,90.93,177.0,338.0,17.24,82.76
80,380,Good,100,15,0,0,790,52.2,1,11.24,3.87,7.37,88.76,24,16.17,9.84,7.83,217.0,2966.0,0.63,99.37,49.0,338.0,6.0,94.0
80,390,Good,100,15,0,0,790,76.1,2,13.66,7.28,6.38,86.34,24,16.2,9.79,7.8,437.0,2230.0,1.62,98.38,125.0,338.0,14.26,85.74
80,390,Good,100,15,0,0,789,97.4,1,15.4,9.4,6.0,84.6,24,16.21,9.85,7.79,1522.0,3854.0,5.94,94.06,86.0,338.0,10.24,89.76
80,390,Good,100,15,0,0,790,84.3,1,5.7,4.28,1.42,94.3,24,15.94,9.74,8.06,7198.0,4433.0,29.88,70.12,88.0,338.0,11.59,88.41
80,390,Good,100,15,0,0,795,90.0,1,24.05,16.08,7.98,75.95,24,15.99,9.64,8.01,1745.0,4102.0,6.74,93.26,114.0,338.0,12.08,87.92
80,390,Good,100,15,0,0,792,90.2,1,13.79,9.8,3.99,86.21,24,16.02,9.72,7.98,1010.0,3923.0,2.99,97.01,131.0,338.0,14.55,85.45
79,380,Good,100,15,0,0,792,63.5,2,17.28,11.96,5.32,82.72,24,15.98,9.67,8.02,161.0,2250.0,0.26,99.74,22.0,338.0,4.3,95.7
79,380,Good,100,15,0,0,789,55.2,1,6.41,4.38,2.03,93.59,24,15.78,9.63,8.22,7503.0,4475.0,29.96,70.04,63.0,338.0,10.02,89.98
79,380,Good,100,15,0,0,792,83.5,1,19.61,13.73,5.88,80.39,24,15.98,9.64,8.02,1372.0,4431.0,4.87,95.13,18.0,338.0,4.76,95.24
79,380,Good,100,15,0,0,789,151.3,1,7.01,4.68,2.33,92.99,24,15.76,9.6,8.24,5875.0,4361.0,25.81,74.19,107.0,338.0,12.3,87.7
79,380,Good,100,15,0,0,794,108.3,1,19.9,12.36,7.54,80.1,24,16.15,9.72,7.85,1467.0,3944.0,6.36,93.64,36.0,338.0,6.66,93.34
79,370,Good,100,15,0,0,792,60.5,1,11.96,7.47,4.49,88.04,24,16.01,9.73,7.99,322.0,2418.0,0.74,99.26,21.0,338.0,5.53,94.47
79,370,Good,100,15,0,0,792,92.0,2,13.42,9.77,3.65,86.58,24,15.99,9.73,8.01,917.0,3183.0,4.57,95.43,47.0,338.0,8.12,91.88
79,370,Good,100,15,0,0,792,119.4,2,19.93,13.84,6.09,80.07,24,16.02,9.66,7.98,905.0,2922.0,3.47,96.53,68.0,338.0,10.61,89.39
79,370,Good,100,15,0,0,793,84.1,1,22.16,14.67,7.49,77.84,24,15.93,9.61,8.07,566.0,2498.0,2.27,97.73,104.0,338.0,12.66,87.34
79,370,Good,100,15,0,0,790,80.7,1,13.39,6.9,6.49,86.61,24,15.95,9.73,8.05,379.0,2139.0,2.08,97.92,37.0,338.0,7.56,92.44
79,380,Good,100,15,0,0,790,78.8,1,19.64,12.77,6.87,80.36,24,15.92,9.62,8.08,761.0,2903.0,3.44,96.56,97.0,338.0,12.46,87.54
79,380,Good,100,15,0,0,790,96.7,1,15.75,10.91,4.84,84.25,24,15.9,9.64,8.1,1002.0,3184.0,5.63,94.37,121.0,338.0,15.87,84.13
79,380,Good,100,15,0,0,791,94.9,1,6.06,3.95,2.11,93.94,24,15.6,9.55,8.4,6826.0,4464.0,28.67,71.33,99.0,338.0,11.94,88.06
79,380,Good,100,15,0,0,794,101.3,1,20.91,14.49,6.42,79.09,24,16.11,9.68,7.89,2038.0,4202.0,7.51,92.49,67.0,338.0,10.14,89.86
79,380,Good,100,15,0,0,791,89.8,2,13.64,8.63,5.01,86.36,24,15.83,9.66,8.17,219.0,2213.0,0.13,99.87,12.0,338.0,5.44,94.56
79,378,Good,100,15,0,0,792,90.4,1,14.69,9.6,5.09,85.31,24,15.85,9.57,8.15,723.0,3820.0,1.93,98.07,95.0,338.0,13.05,86.95
79,378,Good,100,15,0,0,792,88.7,1,19.79,13.79,5.99,80.21,24,15.88,9.59,8.12,892.0,3516.0,3.93,96.07,81.0,338.0,11.09,88.91
79,378,Good,100,15,0,0,792,55.7,1,13.27,10.2,3.07,86.73,24,15.91,9.67,8.09,1676.0,3745.0,7.39,92.61,53.0,338.0,7.98,92.02
79,378,Good,100,15,0,0,789,59.7,1,12.77,9.04,3.73,87.23,24,15.85,9.66,8.15,1138.0,3584.0,3.39,96.61,74.0,338.0,9.76,90.24
79,388,Good,100,15,0,0,786,75.5,2,5.03,3.39,1.64,94.97,24,15.66,9.59,8.34,6780.0,4458.0,28.79,71.21,118.0,338.0,13.1,86.9
79,388,Good,100,15,0,0,792,80.9,1,21.04,14.05,6.99,78.96,24,16.13,9.74,7.87,1689.0,4081.0,6.73,93.27,65.0,338.0,10.0,90.0
78,368,Good,100,15,0,0,789,83.7,2,18.72,12.78,5.94,81.28,24,15.9,9.62,8.1,680.0,2902.0,3.23,96.77,100.0,338.0,12.65,87.35
78,368,Good,100,15,0,0,791,93.3,1,20.45,13.9,6.55,79.55,24,15.94,9.6,8.06,1108.0,3363.0,3.76,96.24,113.0,338.0,13.96,86.04
78,368,Good,100,15,0,0,791,93.7,1,20.09,12.66,7.43,79.91,24,15.92,9.64,8.08,421.0,2670.0,1.67,98.33,64.0,338.0,9.21,90.79
78,368,Good,100,15,0,0,792,79.3,1,13.84,8.22,5.62,86.16,24,15.92,9.56,8.08,347.0,2799.0,0.74,99.26,27.0,338.0,7.69,92.31
78,368,Good,100,15,0,0,792,99.9,2,14.65,10.99,3.66,85.35,24,15.84,9.71,8.16,961.0,3511.0,3.23,96.77,51.0,352.0,8.98,91.02
78,378,Good,100,15,0,0,790,38.5,1,12.55,5.34,7.2,87.45,24,15.93,9.72,8.07,1314.0,4152.0,3.04,96.96,41.0,338.0,6.56,93.44
78,378,Good,100,15,0,0,786,82.9,1,12.11,9.02,3.09,87.89,24,15.84,9.73,8.16,339.0,3166.0,0.57,99.43,22.0,338.0,5.22,94.78
78,378,Good,100,15,0,0,786,93.1,1,13.74,10.21,3.52,86.26,24,15.89,9.71,8.11,1078.0,3945.0,4.63,95.37,35.0,338.0,5.02,94.98
78,378,Good,100,15,0,0,786,81.1,1,13.05,9.7,3.35,86.95,24,15.91,9.68,8.09,164.0,1967.0,0.69,99.31,10.0,338.0,3.21,96.79
78,388,Good,100,15,0,0,789,37.2,2,11.9,8.98,2.93,88.1,24,15.92,9.64,8.08,1303.0,3694.0,4.73,95.27,292.0,347.0,29.53,70.47
78,388,Good,100,15,0,0,796,109.4,2,17.7,12.63,5.07,82.3,24,15.93,9.67,8.07,3466.0,4088.0,14.6,85.4,132.0,347.0,15.33,84.67
78,388,Good,100,15,0,0,796,106.4,2,19.07,13.99,5.08,80.93,24,15.94,9.72,8.06,1358.0,3328.0,7.19,92.81,459.0,342.0,41.07,58.93
78,388,Good,100,15,0,0,797,109.4,1,15.23,10.95,4.27,84.77,24,15.96,9.81,8.04,1043.0,3829.0,3.36,96.64,206.0,348.0,19.2,80.8
78,378,Good,100,15,0,0,796,66.5,1,16.16,12.19,3.97,83.84,24,15.9,9.76,8.1,2259.0,3642.0,10.8,89.2,397.0,346.0,35.68,64.32
78,378,Good,100,15,0,0,789,128.7,3,23.92,16.67,7.26,76.08,24,15.83,9.68,8.17,864.0,2715.0,5.19,94.81,290.0,338.0,28.74,71.26
78,378,Good,100,15,0,0,789,91.1,2,16.57,11.08,5.49,83.43,24,15.82,9.7,8.18,915.0,2862.0,2.61,97.39,420.0,344.0,39.76,60.24
78,378,Good,100,15,0,0,789,107.2,2,21.83,15.25,6.57,78.17,24,15.81,9.67,8.19,1087.0,3171.0,7.24,92.76,404.0,369.0,40.27,59.73
78,368,Good,100,15,0,0,789,116.0,2,17.69,12.39,5.3,82.31,24,15.86,9.67,8.14,1725.0,4093.0,5.37,94.63,304.0,367.0,27.63,72.37
77,358,Good,100,15,0,0,788,101.3,2,10.69,7.31,3.37,89.31,24,15.6,9.57,8.4,9098.0,4448.0,39.55,60.45,498.0,375.0,49.97,50.03
77,358,Good,100,15,0,0,794,111.3,1,26.72,18.64,8.08,73.28,24,15.85,9.57,8.15,3186.0,4033.0,14.02,85.98,430.0,372.0,49.57,50.43
77,358,Good,100,15,0,0,791,81.0,2,13.26,9.78,3.49,86.74,24,15.84,9.64,8.16,3226.0,4323.0,12.7,87.3,272.0,353.0,33.22,66.78
77,358,Good,100,15,0,0,791,113.6,1,27.43,19.11,8.32,72.57,24,15.87,9.59,8.13,1544.0,3476.0,6.04,93.96,448.0,407.0,53.2,46.8
77,358,Good,100,15,0,0,791,77.8,3,21.57,14.48,7.09,78.43,24,15.77,9.62,8.23,893.0,2710.0,5.64,94.36,267.0,338.0,38.08,61.92
77,348,Good,100,15,0,0,788,125.6,4,18.07,12.8,5.27,81.93,24,15.87,9.65,8.13,2031.0,4119.0,5.12,94.88,363.0,418.0,43.7,56.3
77,348,Good,100,15,0,0,787,92.5,1,23.45,14.81,8.64,76.55,24,15.82,9.62,8.18,2341.0,3590.0,10.77,89.23,482.0,360.0,59.98,40.02
77,348,Good,100,15,0,0,787,87.4,1,22.73,16.03,6.69,77.27,24,15.88,9.59,8.12,1836.0,3552.0,9.1,90.9,463.0,411.0,51.8,48.2
77,348,Good,100,15,0,0,789,78.8,1,22.49,15.77,6.72,77.51,24,15.86,9.64,8.14,1829.0,3071.0,12.07,87.93,481.0,382.0,59.77,40.23
77,338,Good,100,15,0,0,789,94.3,1,18.28,12.36,5.92,81.72,24,15.81,9.73,8.19,1106.0,3250.0,4.58,95.42,256.0,338.0,23.81,76.19
77,338,Good,100,15,0,0,790,105.8,4,17.19,11.33,5.86,82.81,24,15.91,9.8,8.09,2220.0,4154.0,7.95,92.05,314.0,338.0,29.5,70.5
77,338,Good,100,15,0,0,789,71.1,1,13.55,9.55,3.99,86.45,24,15.9,9.78,8.1,938.0,3383.0,3.41,96.59,234.0,338.0,22.22,77.78
77,338,Good,100,15,0,0,788,81.0,1,16.37,10.52,5.84,83.63,24,15.92,9.79,8.08,830.0,2599.0,4.57,95.43,195.0,338.0,19.39,80.61
77,328,Good,100,15,0,0,785,88.0,1,16.88,11.62,5.27,83.12,24,15.88,9.78,8.12,1092.0,3051.0,6.58,93.42,205.0,338.0,20.07,79.93
77,328,Good,100,15,0,0,785,82.2,1,13.77,9.84,3.93,86.23,24,15.86,9.75,8.14,787.0,2736.0,2.34,97.66,398.0,350.0,35.05,64.95
77,328,Good,100,15,0,0,785,108.1,1,15.58,10.54,5.04,84.42,24,15.86,9.78,8.14,687.0,3096.0,2.66,97.34,159.0,338.0,15.76,84.24
77,328,Good,100,15,0,0,787,107.4,1,16.61,11.87,4.74,83.39,24,15.9,9.72,8.1,2032.0,3388.0,12.27,87.73,251.0,338.0,24.04,75.96
76,331,Good,100,15,0,0,787,82.7,1,15.89,11.41,4.47,84.11,24,15.89,9.79,8.11,1824.0,3700.0,6.96,93.04,247.0,338.0,24.06,75.94
76,331,Good,100,15,0,0,788,99.0,1,15.26,11.2,4.06,84.74,24,15.88,9.8,8.12,1435.0,3678.0,6.46,93.54,126.0,338.0,13.83,86.17
76,331,Good,100,15,0,0,788,72.7,1,17.48,13.16,4.33,82.52,24,15.9,9.8,8.1,2410.0,4219.0,9.77,90.23,182.0,338.0,18.61,81.39
76,331,Good,100,15,0,0,788,77.2,2,5.04,3.19,1.85,94.96,24,15.67,9.68,8.33,7140.0,4394.0,30.05,69.95,85.0,338.0,11.25,88.75
76,331,Good,100,15,0,0,794,91.2,2,23.6,16.7,6.89,76.4,24,15.68,9.49,8.32,1393.0,3679.0,6.55,93.45,136.0,338.0,14.67,85.33
76,321,Good,100,15,0,0,788,88.8,3,15.3,9.73,5.57,84.7,24,15.65,9.56,8.35,1726.0,3692.0,8.1,91.9,254.0,338.0,23.95,76.05
76,321,Good,100,15,0,0,788,73.4,2,15.38,11.47,3.91,84.62,24,15.65,9.56,8.35,1787.0,3940.0,7.53,92.47,232.0,338.0,22.23,77.77
76,321,Good,100,15,0,0,787,77.5,1,14.03,7.15,6.87,85.97,24,15.83,9.65,8.17,1089.0,3742.0,2.52,97.48,168.0,349.0,17.09,82.91
76,321,Good,100,15,0,0,790,78.8,1,14.96,7.78,7.18,85.04,24,16.29,9.68,7.71,433.0,2139.0,1.88,98.12,33.0,338.0,7.97,92.03
76,331,Good,100,15,0,0,793,93.4,2,16.36,9.36,6.99,83.64,24,16.32,9.66,7.68,2067.0,3717.0,7.26,92.74,162.0,338.0,17.5,82.5
76,331,Good,100,15,0,0,795,85.6,2,14.62,7.22,7.4,85.38,24,16.27,9.72,7.73,736.0,3088.0,3.74,96.26,27.0,338.0,7.96,92.04
76,331,Good,100,15,0,0,797,29.4,1,14.28,9.91,4.37,85.72,24,16.32,9.6,7.68,2375.0,3985.0,8.79,91.21,132.0,357.0,14.24,85.76
76,331,Good,100,15,0,0,801,71.1,1,15.75,8.05,7.71,84.25,24,16.25,9.6,7.75,403.0,2428.0,0.97,99.03,21.0,338.0,7.42,92.58
76,341,Good,100,15,0,0,796,138.7,2,18.29,9.86,8.43,81.71,24,16.31,9.59,7.69,466.0,2617.0,2.09,97.91,30.0,338.0,8.8,91.2
76,341,Good,100,15,0,0,796,54.3,2,13.72,5.89,7.83,86.28,24,16.28,9.63,7.72,232.0,2598.0,0.11,99.89,61.0,338.0,10.33,89.67
76,341,Good,100,15,0,0,796,60.3,2,14.47,6.23,8.24,85.53,24,16.28,9.51,7.72,1214.0,3203.0,6.03,93.97,73.0,338.0,17.07,82.93
76,341,Good,100,15,0,0,798,112.5,1,16.38,9.58,6.81,83.62,24,16.2,9.56,7.8,568.0,3578.0,3.47,96.53,36.0,338.0,9.4,90.6
76,351,Good,100,15,0,0,799,56.8,1,13.08,6.13,6.95,86.92,24,16.23,9.64,7.77,158.0,2927.0,0.29,99.71,10.0,338.0,3.63,96.37
76,351,Good,100,15,0,0,801,48.6,2,14.94,7.48,7.46,85.06,24,16.22,9.54,7.78,1473.0,3362.0,7.27,92.73,93.0,338.0,21.39,78.61
76,351,Good,100,15,0,0,801,140.0,2,22.54,14.77,7.77,77.46,24,16.26,9.65,7.74,337.0,2877.0,0.23,99.77,21.0,338.0,6.02,93.98
75,361,Good,100,15,0,0,800,48.7,2,12.08,4.91,7.17,87.92,24,16.2,9.54,7.8,320.0,2529.0,0.98,99.02,25.0,338.0,6.49,93.51
75,361,Good,100,15,0,0,796,81.6,1,17.28,8.22,9.06,82.72,24,16.26,9.55,7.74,1683.0,3567.0,8.34,91.66,119.0,338.0,23.68,76.32
75,361,Good,100,15,0,0,795,55.0,1,12.52,5.72,6.8,87.48,24,16.15,9.59,7.85,768.0,3985.0,2.88,97.12,53.0,404.0,11.85,88.15
75,361,Good,100,15,0,0,795,83.7,1,15.79,7.42,8.37,84.21,24,16.25,9.57,7.75,1621.0,3521.0,8.84,91.16,89.0,338.0,20.54,79.46
75,362,Good,100,15,0,0,799,95.9,1,14.61,7.64,6.97,85.39,24,16.13,9.57,7.87,260.0,2264.0,0.69,99.31,76.0,338.0,10.19,89.81
75,362,Good,100,15,0,0,799,60.7,1,12.76,5.75,7.01,87.24,24,16.15,9.57,7.85,1652.0,3972.0,6.51,93.49,79.0,338.0,17.54,82.46
75,362,Good,100,15,0,0,800,71.4,1,13.76,5.81,7.95,86.24,24,16.16,9.59,7.84,197.0,2446.0,0.32,99.68,23.0,338.0,6.24,93.76
75,362,Good,100,15,0,0,799,71.4,2,15.03,7.47,7.55,84.97,24,16.21,9.55,7.79,726.0,2820.0,3.67,96.33,56.0,338.0,12.6,87.4
72,373,Good,100,15,0,0,798,95.7,1,24.61,15.63,8.98,75.39,24,16.03,9.29,7.97,3573.0,4231.0,12.86,87.14,282.0,338.0,26.13,73.87
72,373,Good,100,15,0,0,796,141.7,2,23.85,15.68,8.18,76.15,24,16.23,9.31,7.77,1647.0,3667.0,8.27,91.73,208.0,355.0,20.26,79.74
72,373,Good,100,15,0,0,799,96.3,1,21.28,15.57,5.71,78.72,24,16.33,9.33,7.67,2183.0,3856.0,9.65,90.35,103.0,351.0,13.53,86.47
72,373,Good,100,15,0,0,799,83.9,1,18.45,12.51,5.94,81.55,24,16.27,9.5,7.73,407.0,2893.0,0.82,99.18,18.0,338.0,6.71,93.29
72,373,Good,100,15,0,0,799,137.7,1,11.47,8.2,3.27,88.53,24,16.04,9.25,7.96,6724.0,4373.0,28.55,71.45,134.0,338.0,16.12,83.88
72,373,Good,100,15,0,0,802,126.0,1,11.47,8.2,3.27,88.53,24,16.04,9.25,7.96,2693.0,4060.0,10.68,89.32,289.0,338.0,27.11,72.89
72,363,Good,100,15,0,0,799,104.7,2,21.0,15.31,5.69,79.0,24,16.29,9.42,7.71,1001.0,3704.0,3.8,96.2,78.0,340.0,12.66,87.34
72,363,Good,100,15,0,0,802,162.4,2,23.32,16.21,7.11,76.68,24,16.3,9.37,7.7,3186.0,4187.0,13.19,86.81,546.0,338.0,48.9,51.1
71,353,Good,100,15,0,0,802,150.1,1,23.43,16.15,7.28,76.57,24,16.25,9.34,7.75,2936.0,4135.0,11.41,88.59,508.0,375.0,43.68,56.32
71,353,Good,100,15,0,0,801,107.2,1,16.96,12.18,4.78,83.04,24,16.29,9.39,7.71,3034.0,4144.0,11.84,88.16,337.0,415.0,25.47,74.53
71,353,Good,100,15,0,0,800,156.9,1,22.65,16.3,6.35,77.35,24,16.25,9.32,7.75,1082.0,3739.0,6.62,93.38,263.0,376.0,22.99,77.01
71,343,Good,100,15,0,0,803,104.9,1,16.48,12.01,4.47,83.52,24,16.15,9.4,7.85,1692.0,3925.0,7.93,92.07,129.0,338.0,14.24,85.76
71,343,Good,100,15,0,0,798,95.8,2,16.48,12.01,4.47,83.52,24,16.15,9.4,7.85,1488.0,4094.0,5.67,94.33,139.0,338.0,13.24,86.76
70,382,Good,100,15,0,0,800,96.6,4,20.86,13.76,7.09,79.14,24,16.28,9.35,7.72,1421.0,3405.0,6.96,93.04,141.0,338.0,15.72,84.28
69,362,Good,100,15,0,0,798,98.8,1,23.1,15.08,8.02,76.9,24,16.3,9.42,7.7,1443.0,3996.0,5.32,94.68,129.0,338.0,15.32,84.68
69,362,Good,100,15,0,0,800,107.2,1,13.93,9.36,4.57,86.07,24,16.38,9.48,7.62,1674.0,4135.0,5.07,94.93,150.0,338.0,15.64,84.36
69,362,Good,100,15,0,0,800,111.5,2,8.62,6.21,2.41,91.38,24,16.11,9.4,7.89,7096.0,4494.0,30.53,69.47,81.0,338.0,10.71,89.29
69,362,Good,100,15,0,0,803,67.4,1,22.05,14.29,7.76,77.95,24,16.52,9.37,7.48,3070.0,4341.0,11.17,88.83,209.0,338.0,21.97,78.03
69,352,Good,100,15,0,0,798,145.4,2,18.99,12.07,6.92,81.01,24,16.43,9.49,7.57,4122.0,4525.0,17.2,82.8,43.0,338.0,7.4,92.6
69,352,Good,100,15,0,0,803,80.6,2,18.99,12.07,6.92,81.01,24,16.43,9.49,7.57,1389.0,4364.0,6.17,93.83,12.0,338.0,5.63,94.37
69,352,Good,100,15,0,0,800,118.4,1,19.98,12.98,7.01,80.02,24,16.24,9.46,7.76,134.0,2850.0,0.21,99.79,7.0,338.0,1.48,98.52
69,352,Good,100,15,0,0,799,74.5,1,14.08,10.74,3.34,85.92,24,16.21,9.39,7.79,374.0,3113.0,1.21,98.79,25.0,338.0,6.13,93.87
69,352,Good,100,15,0,0,799,92.0,2,16.31,12.14,4.17,83.69,24,16.22,9.4,7.78,4191.0,4472.0,16.8,83.2,275.0,338.0,25.01,74.99
69,342,Good,100,15,0,0,793,77.5,2,17.14,7.91,9.23,82.86,24,16.28,9.31,7.72,873.0,3654.0,2.51,97.49,84.0,354.0,10.45,89.55
68,332,Good,100,15,0,0,803,125.5,4,23.26,15.72,7.55,76.74,24,16.27,9.34,7.73,2933.0,4065.0,10.79,89.21,129.0,338.0,14.96,85.04
68,332,Good,100,15,0,0,803,186.5,3,23.26,15.72,7.55,76.74,24,16.27,9.34,7.73,833.0,3573.0,2.67,97.33,78.0,338.0,10.6,89.4
68,332,Good,100,15,0,0,803,124.9,1,24.98,17.72,7.26,75.02,24,16.26,9.35,7.74,2022.0,4057.0,7.13,92.87,143.0,338.0,16.39,83.61
68,362,Good,100,15,0,0,799,126.5,1,23.27,16.34,6.93,76.73,24,16.22,9.35,7.78,1307.0,4002.0,4.53,95.47,118.0,338.0,13.51,86.49
68,362,Good,100,15,0,0,799,92.0,1,23.27,16.34,6.93,76.73,24,16.22,9.35,7.78,1865.0,3981.0,7.38,92.62,175.0,343.0,18.74,81.26
68,352,Good,100,15,0,0,801,89.2,2,19.9,11.85,8.05,80.1,24,16.29,9.46,7.71,887.0,3896.0,3.32,96.68,60.0,338.0,9.58,90.42
