Battery_Percent,Time_Remaining,Battery_Condition,Maximum_Capacity,Process_Count,Cycle_Count,Charging,Low_Power_Mode,Process_Power,Process_State,CPU_Usage,CPU_User,CPU_System,CPU_Idle,Total_Memory,Used_Memory,Cached_Memory,Available_Memory,old_CPU_Power,old_CPU_Frequency,old_CPU_Residency,old_CPU_idle,GPU_Power,Avg_GPU_Frequency,Avg_GPU_Residency,Avg_GPU_idle
67,342,Good,100,15,0,0,801,86.6,1,13.81,10.27,3.54,86.19,24,16.25,9.44,7.75,1653.0,4049.0,6.35,93.65,121.0,338.0,13.36,86.64
67,342,Good,100,15,0,0,801,72.0,2,7.32,4.79,2.53,92.68,24,16.0,9.35,8.0,7949.0,4487.0,32.06,67.94,58.0,338.0,9.66,90.34
67,342,Good,100,15,0,0,805,99.3,1,22.78,15.46,7.33,77.22,24,16.27,9.31,7.73,2324.0,4114.0,10.45,89.55,248.0,338.0,24.2,75.8
67,342,Good,100,15,0,0,801,84.6,2,14.88,7.44,7.44,85.12,24,16.22,9.39,7.78,3262.0,4490.0,12.86,87.14,227.0,338.0,20.71,79.29
67,342,Good,100,15,0,0,800,107.7,1,15.99,9.83,6.17,84.01,24,16.16,9.36,7.84,1433.0,4092.0,5.98,94.02,70.0,338.0,9.44,90.56
67,332,Good,100,15,0,0,800,108.0,2,15.92,11.55,4.38,84.08,24,16.16,9.37,7.84,1676.0,3782.0,6.81,93.19,84.0,348.0,11.12,88.88
67,332,Good,100,15,0,0,800,87.2,3,16.01,11.85,4.16,83.99,24,16.18,9.37,7.82,857.0,4264.0,2.72,97.28,54.0,338.0,8.73,91.27
67,332,Good,100,15,0,0,800,95.2,2,14.45,10.52,3.93,85.55,24,16.18,9.37,7.82,1894.0,4043.0,6.56,93.44,146.0,338.0,17.11,82.89
67,332,Good,100,15,0,0,793,66.7,2,13.49,10.03,3.46,86.51,24,16.16,9.36,7.84,1732.0,4138.0,5.76,94.24,63.0,338.0,7.72,92.28
67,322,Good,100,15,0,0,803,75.6,2,22.69,15.21,7.48,77.31,24,16.26,9.34,7.74,1955.0,3715.0,8.68,91.32,144.0,338.0,16.32,83.68
67,332,Good,100,15,0,0,802,104.0,2,21.44,14.65,6.79,78.56,24,16.05,9.25,7.95,623.0,2156.0,1.43,98.57,96.0,338.0,11.84,88.16
66,353,Good,100,15,0,0,796,139.1,2,24.55,15.47,9.08,75.45,24,16.17,9.35,7.83,1097.0,3698.0,4.35,95.65,102.0,338.0,13.54,86.46
66,363,Good,100,15,0,0,795,88.4,1,18.32,11.59,6.73,81.68,24,16.1,9.33,7.9,264.0,2338.0,0.65,99.35,30.0,338.0,3.67,96.33
65,363,Good,100,15,0,0,798,99.7,2,23.24,15.52,7.72,76.76,24,16.16,9.31,7.84,1294.0,3679.0,4.89,95.11,288.0,350.0,30.77,69.23
65,363,Good,100,15,0,0,799,64.3,1,14.8,11.53,3.27,85.2,24,16.18,9.32,7.82,276.0,2807.0,0.26,99.74,108.0,338.0,11.71,88.29
65,363,Good,100,15,0,0,797,130.0,1,18.36,12.62,5.75,81.64,24,16.18,9.32,7.82,2466.0,4447.0,7.49,92.51,548.0,421.0,43.66,56.34
65,363,Good,100,15,0,0,797,94.4,3,16.66,12.34,4.32,83.34,24,16.14,9.3,7.86,1794.0,4328.0,5.19,94.81,391.0,409.0,31.38,68.62
65,353,Good,100,15,0,0,798,161.5,5,25.06,17.92,7.14,74.94,24,16.17,9.32,7.83,243.0,2847.0,0.43,99.57,67.0,338.0,7.84,92.16
65,353,Good,100,15,0,0,798,152.5,3,13.75,9.06,4.68,86.25,24,15.96,9.22,8.04,1441.0,3406.0,5.07,94.93,511.0,369.0,46.03,53.97
64,367,Good,100,15,0,0,796,61.1,1,19.08,11.03,8.05,80.92,24,16.16,9.47,7.84,885.0,3694.0,3.06,96.94,79.0,338.0,9.83,90.17
64,367,Good,100,15,0,0,798,94.7,1,20.28,13.13,7.15,79.72,24,16.18,9.45,7.82,663.0,2850.0,2.32,97.68,98.0,338.0,13.89,86.11
64,367,Good,100,15,0,0,798,104.3,2,15.55,11.74,3.81,84.45,24,16.18,9.54,7.82,536.0,4095.0,0.86,99.14,21.0,338.0,7.12,92.88
64,357,Good,100,15,0,0,798,100.9,1,14.82,10.77,4.05,85.18,24,16.21,9.55,7.79,652.0,4317.0,1.96,98.04,35.0,338.0,6.23,93.77
64,357,Good,100,15,0,0,796,73.3,3,15.34,9.94,5.4,84.66,24,16.18,9.52,7.82,1237.0,3546.0,5.58,94.42,232.0,350.0,21.15,78.85
64,357,Good,100,15,0,0,796,77.1,1,14.16,10.43,3.73,85.84,24,16.19,9.53,7.81,2400.0,4119.0,10.36,89.64,222.0,343.0,20.79,79.21
64,337,Good,100,15,0,0,801,116.7,1,21.43,13.34,8.09,78.57,24,16.21,9.35,7.79,1751.0,3787.0,6.42,93.58,176.0,338.0,19.31,80.69
63,341,Good,100,15,0,0,797,70.6,1,18.88,11.67,7.21,81.12,24,16.18,9.36,7.82,1551.0,3638.0,5.15,94.85,124.0,351.0,15.47,84.53
63,331,Good,100,15,0,0,799,90.7,1,7.67,4.91,2.76,92.33,24,16.21,9.36,7.79,829.0,4194.0,2.98,97.02,63.0,338.0,7.51,92.49
63,328,Good,100,15,0,0,793,96.1,1,6.29,3.93,2.37,93.71,24,16.13,9.36,7.87,703.0,3647.0,2.13,97.87,76.0,338.0,10.5,89.5
62,346,Good,100,15,0,0,780,97.1,1,13.52,8.24,5.29,86.48,24,15.76,9.87,8.24,1933.0,3942.0,8.4,91.6,85.0,352.0,10.96,89.04
62,336,Good,100,15,0,0,782,120.6,2,35.44,25.05,10.39,64.56,24,15.78,9.9,8.22,1966.0,4184.0,7.27,92.73,173.0,338.0,16.76,83.24
60,345,Good,100,15,0,0,781,130.2,1,7.41,5.16,2.25,92.59,24,15.75,9.86,8.25,512.0,2286.0,2.25,97.75,77.0,338.0,9.12,90.88
60,335,Good,100,15,0,0,788,141.8,3,15.1,8.81,6.29,84.9,24,15.88,9.88,8.12,1031.0,3570.0,4.1,95.9,118.0,376.0,12.54,87.46
60,335,Good,100,15,0,0,788,124.6,1,11.45,7.99,3.47,88.55,24,15.79,9.74,8.21,1207.0,3412.0,4.63,95.37,172.0,354.0,19.13,80.87
60,325,Good,100,15,0,0,786,121.7,3,12.52,8.82,3.7,87.48,24,15.92,9.71,8.08,2081.0,4000.0,7.45,92.55,197.0,360.0,20.86,79.14
60,325,Good,100,15,0,0,786,100.5,2,25.16,21.03,4.14,74.84,24,15.83,9.77,8.17,898.0,2945.0,5.94,94.06,238.0,350.0,28.43,71.57
59,325,Good,100,15,0,0,783,145.9,1,6.69,4.58,2.11,93.31,24,15.72,9.75,8.28,584.0,3161.0,1.84,98.16,50.0,338.0,8.76,91.24
59,325,Good,100,15,0,0,786,81.3,1,37.67,26.05,11.63,62.33,24,15.94,9.72,8.06,5181.0,4248.0,21.37,78.63,150.0,338.0,17.38,82.62
59,325,Good,100,15,0,0,788,152.9,3,24.37,17.79,6.58,75.63,24,15.85,9.8,8.15,1708.0,4100.0,4.96,95.04,105.0,338.0,12.8,87.2
59,325,Good,100,15,0,0,787,102.1,2,4.81,2.9,1.9,95.19,24,15.76,9.78,8.24,829.0,3657.0,3.43,96.57,70.0,338.0,8.18,91.82
58,308,Good,100,15,0,0,784,136.7,1,13.44,8.94,4.5,86.56,24,15.75,9.78,8.25,1971.0,4014.0,8.19,91.81,136.0,338.0,14.86,85.14
58,298,Good,100,15,0,0,788,121.5,3,5.81,3.76,2.05,94.19,24,15.97,9.92,8.03,844.0,3407.0,3.16,96.84,107.0,349.0,16.36,83.64
58,298,Good,100,15,0,0,789,124.3,1,18.72,14.61,4.12,81.28,24,15.99,9.82,8.01,4129.0,3746.0,18.86,81.14,202.0,338.0,28.58,71.42
56,258,Good,100,16,0,0,786,64.1,3,6.86,4.11,2.75,93.14,24,14.06,9.67,9.94,761.0,4015.0,3.81,96.19,20.0,347.0,4.06,95.94
56,248,Good,100,16,0,0,786,97.5,1,11.7,5.73,5.98,88.3,24,14.07,9.76,9.93,982.0,2780.0,2.39,97.61,268.0,496.0,26.94,73.06
56,258,Good,100,16,0,0,789,114.0,1,5.36,2.86,2.51,94.64,24,13.99,9.73,10.01,720.0,4075.0,5.99,94.01,21.0,341.0,4.28,95.72
56,258,Good,100,16,0,0,789,83.1,2,10.43,6.47,3.96,89.57,24,13.99,9.73,10.01,1571.0,3946.0,6.6,93.4,86.0,351.0,14.91,85.09
55,248,Good,100,16,0,0,787,105.9,1,8.17,4.76,3.41,91.83,24,13.97,9.72,10.03,1154.0,3740.0,3.37,96.63,48.0,338.0,7.52,92.48
55,238,Good,100,16,0,0,788,99.3,1,14.21,7.46,6.75,85.79,24,14.08,9.77,9.92,2712.0,3985.0,11.32,88.68,268.0,488.0,23.89,76.11
55,237,Good,100,16,0,0,786,94.1,1,12.55,6.07,6.48,87.45,24,14.06,9.76,9.94,1853.0,4034.0,6.25,93.75,186.0,373.0,21.93,78.07
54,237,Good,100,16,0,0,782,37.1,3,4.41,2.15,2.25,95.59,24,14.0,9.77,10.0,2368.0,4393.0,8.04,91.96,83.0,338.0,9.85,90.15
